name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
torterra,Continent Pokémon,389,grass,green,95,2.2,310.0,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,true
chimchar,Chimp Pokémon,390,fire,brown,44,0.5,6.2,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,true
monferno,Playful Pokémon,391,fire,brown,64,0.9,22.0,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,true
infernape,Flame Pokémon,392,fire,brown,76,1.2,55.0,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,true
piplup,Penguin Pokémon,393,water,blue,53,0.4,5.2,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,true
prinplup,Penguin Pokémon,394,water,blue,64,0.8,23.0,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,true
empoleon,Emperor Pokémon,395,water,blue,84,1.7,84.5,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,true
starly,Starling Pokémon,396,normal,brown,40,0.3,2.0,"They flock in great numbers. Though small, they flap their wings with great power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png,true
staravia,Starling Pokémon,397,normal,brown,55,0.6,15.5,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png,true
staraptor,Predator Pokémon,398,normal,brown,85,1.2,24.9,It has a savage nature. It will courageously challenge foes that are much larger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png,true
bidoof,Plump Mouse Pokémon,399,normal,brown,59,0.5,20.0,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png,true
bibarel,Beaver Pokémon,400,normal,brown,79,1.0,31.5,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png,true
kricketot,Cricket Pokémon,401,bug,red,37,0.3,2.2,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png,true
kricketune,Cricket Pokémon,402,bug,red,77,1.0,25.5,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png,true
shinx,Flash Pokémon,403,electric,blue,45,0.5,9.5,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png,true
luxio,Spark Pokémon,404,electric,blue,60,0.9,30.5,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png,true
luxray,Gleam Eyes Pokémon,405,electric,blue,80,1.4,42.0,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png,true
budew,Bud Pokémon,406,grass,green,40,0.2,1.2,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png,true
roserade,Bouquet Pokémon,407,grass,green,60,0.9,14.5,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,true
cranidos,Head Butt Pokémon,408,rock,blue,67,0.9,31.5,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,true
rampardos,Head Butt Pokémon,409,rock,blue,97,1.6,102.5,Its powerful head butt has enough power to shatter even the most durable things upon impact.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,true
shieldon,Shield Pokémon,410,rock,gray,30,0.5,57.0,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,true
bastiodon,Shield Pokémon,411,rock,gray,60,1.3,149.5,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,true
burmy,Bagworm Pokémon,412,bug,green,40,0.2,3.4,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,true
wormadam-plant,Bagworm Pokémon,413,bug,green,60,0.5,6.5,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,true
mothim,Moth Pokémon,414,bug,yellow,70,0.9,23.3,It loves the honey of flowers and steals honey collected by COMBEE.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,true
combee,Tiny Bee Pokémon,415,bug,yellow,30,0.3,5.5,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,true
vespiquen,Beehive Pokémon,416,bug,yellow,70,1.2,38.5,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,true
pachirisu,EleSquirrel Pokémon,417,electric,white,60,0.4,3.9,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,true
buizel,Sea Weasel Pokémon,418,water,brown,55,0.7,29.5,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,true
floatzel,Sea Weasel Pokémon,419,water,brown,85,1.1,33.5,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,true
cherubi,Cherry Pokémon,420,grass,pink,45,0.4,3.3,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,true
cherrim,Blossom Pokémon,421,grass,purple,70,0.5,9.3,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,true
shellos,Sea Slug Pokémon,422,water,purple,76,0.3,6.3,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,true
gastrodon,Sea Slug Pokémon,423,water,purple,111,0.9,29.9,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,true
ambipom,Long Tail Pokémon,424,normal,purple,75,1.2,20.3,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,true
drifloon,Balloon Pokémon,425,ghost,purple,90,0.4,1.2,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,true
drifblim,Blimp Pokémon,426,ghost,purple,150,1.2,15.0,"At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,true
buneary,Rabbit Pokémon,427,normal,brown,55,0.4,5.5,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,true
lopunny,Rabbit Pokémon,428,normal,brown,65,1.2,33.3,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,true
mismagius,Magical Pokémon,429,ghost,purple,60,0.9,4.4,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,true
honchkrow,Big Boss Pokémon,430,dark,black,100,0.9,27.3,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,true
glameow,Catty Pokémon,431,normal,gray,49,0.5,3.9,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,true
purugly,Tiger Cat Pokémon,432,normal,gray,71,1.0,43.8,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,true
chingling,Bell Pokémon,433,psychic,yellow,45,0.2,0.6,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,true
stunky,Skunk Pokémon,434,poison,purple,63,0.4,19.2,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,true
skuntank,Skunk Pokémon,435,poison,purple,103,1.0,38.0,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,true
bronzor,Bronze Pokémon,436,steel,green,57,0.5,60.5,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,true
bronzong,Bronze Bell Pokémon,437,steel,green,67,1.3,187.0,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,true
bonsly,Bonsai Pokémon,438,rock,brown,50,0.5,15.0,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,true
